cleaned_text,sentiment
working properly times hang application,NEGATIVE
many bugs app,NEGATIVE
working properly,POSITIVE
wonderful full app,POSITIVE
firstly internet speed good slowly internet became slow plz world team fix also even internet problems occur every 9 10 days needs fix getting internet speed internet,NEGATIVE
net musch lag usernamevogate fbnpa,NEGATIVE
thank,POSITIVE
fast wish,POSITIVE
worst app loading error time wifi app shows offline,NEGATIVE
hangup sometimes,NEGATIVE
kam xaina yo net,NEGATIVE
looks like sort marketing scheme internet pretty good connected new time goes get yearly package cant cancel activated looks cheaper service gets worse worse matter many calls make many mails write dont fix problem,NEGATIVE
iam fully satisfied worldlink services,POSITIVE
nice app like download,POSITIVE
take forever open app even stable internet fix problem piss many user,NEGATIVE
ta muji haru ta khatey nai ho muji na wifi ramro chalxa na k muji cando randi ko van haru poisa matra khana auxa thuka muji khatey,NEGATIVE
worst worst app,NEGATIVE
dont use world link,NEGATIVE
outstanding service,POSITIVE
lucky kumar gautam,POSITIVE
good service,POSITIVE
worst wifi ever gamingplease kasaile yo wifi nahalnuhola,NEGATIVE
ds us much irritating u guys maintain dm,NEGATIVE
fast ati fast,POSITIVE
xya ramrai xaina hai kta kt ho net nih xaina aap nih,NEGATIVE
working properly,POSITIVE
good app,POSITIVE
cant change ur phone number u save itplz fix fast,NEGATIVE
always buffering app doesnot open,POSITIVE
guys kripya worldlink net na jodnu khatam xa ani range xaina slow xa ff khelna online class garna youtube chalauna jodna aateko xa bhane na jodnu,NEGATIVE
tapai haru ko net le tapai haru ko application load hunna kasari biswas garam aru k e load hola bhanera,NEGATIVE
bug fix garnu,NEGATIVE
isp worst costumer service,NEGATIVE
khata ko choro kai lai ramro chal dai na,NEGATIVE
oie muge world link lado kha ghanta jasto muge net muge tero bau khana net slow chalako muge khate worldlink machinkey,NEGATIVE
excellent app use,POSITIVE
also 1 star cause speechless service,NEGATIVE
bugs,NEGATIVE
second time writing review app wont even load,POSITIVE
nice use,POSITIVE
disgusting fraud,NEGATIVE
bad net bad ever,NEGATIVE
kam na lagne app,NEGATIVE
good app,POSITIVE
responce,NEGATIVE
problems changing wifi password,NEGATIVE
cheap stunt claims discount damn typical,NEGATIVE
expensive slow internet service,NEGATIVE
omg,NEGATIVE
worst app even worse internet much worse service,NEGATIVE
change password app either log profile website since shows maintenance whats use app perform small task cry help worthless,NEGATIVE
shut company soon,NEGATIVE
good,POSITIVE
cant change password cant hide wifi cant blacklist devices app utterly useless,NEGATIVE
gu kha tme haru ta net pad jasto cha app ta khuldaina tmi harukai net le geda khana banako tyo app,NEGATIVE
nice,POSITIVE
user friendly,POSITIVE
aafno problem report garda ta network issue aaucha net ko kurai parena,NEGATIVE
worst network wifi among world cant play game,NEGATIVE
worst wifi,NEGATIVE
good,POSITIVE
new updates missing parental control really embarrassing bring back parental control soon possible,NEGATIVE
trash keep simple like update trash,NEGATIVE
open nai hudaina k kaam yo apps,NEGATIVE
never use app useless,POSITIVE
net ta thekai xa tara speed 1 ya 2 maina veta nai kam hudo raixa,NEGATIVE
feel bad underpaid staffs write apology letter someone elses problem,NEGATIVE
works alright without crashing,POSITIVE
maintenance management weak,NEGATIVE
bad network slow,NEGATIVE
world slowest network using wifi alone still slow,NEGATIVE
awful app,NEGATIVE
khetey jasto net muji khatey huru,NEGATIVE
worst service ever got internet service provider,NEGATIVE
bekar cha aba ta jindagi joddaina worldlink ani kasai lai joda pani bhandaina,POSITIVE
fk stupid internet,NEGATIVE
good,POSITIVE
sabse ghatiya isp nepal,NEGATIVE
good,POSITIVE
nice,POSITIVE
slow net,NEGATIVE
fail update configuration,NEGATIVE
use less app take whole day load home page,NEGATIVE
bad connection slow jaba imp kaam parxa taba kachuwa ko taal maa jaanxa net pani satisfied,NEGATIVE
5days since reported issueyet khaita tapai haru aako voli aauxu voli aauxu vanera hunxa,NEGATIVE
rk sky gaming,POSITIVE
good,POSITIVE
super fast net rey gerako fast jhile ping 999 hunxa,POSITIVE
see usage always redirects fup page wifi mobility issue connect myworld link wifi,NEGATIVE
slow,NEGATIVE
today found comfortable nice change world link app extend date automatically dont need call service center date extend todays new facility loved,POSITIVE
customer want logout app various reasons lets say one reason login different login number registered worldlink services logout button within appits frustratinghave developer introduce logout button alsofast,NEGATIVE
problem notgettin solved,NEGATIVE
never take internet worse inter net nepal,POSITIVE
always slow,NEGATIVE
nice app,POSITIVE
plz dont use world link worst wifi,NEGATIVE
worst isp nepal lie wont provide better services complaining net tv last 1 month response bastered company internet speed also proper per given alway slow,NEGATIVE
wifi password change,NEGATIVE
bad cant get connection worldlink services customers problems late,NEGATIVE
fast,POSITIVE
bad apps never open,NEGATIVE
worst service ever apps broke dont work open jst loads even website also maintenance try log account,NEGATIVE
bad application design give app development professionals amateurs bad ui experience,NEGATIVE
wifi service good need improve iptv service,NEGATIVE
facing launch issue app,POSITIVE
good,POSITIVE
couldnt change wifi password keeps saying invalid characters even suggested password tried different length password strong weak plain text even suggested password couldnt change password,NEGATIVE
already many reviews feedbacks company yet issues prevalent dont think saying anything make changes 1 star option,NEGATIVE
good,POSITIVE
poor,NEGATIVE
one trash full app,NEGATIVE
bad,NEGATIVE
randi ko ban haru k ne ho yo,NEGATIVE
helps us every situation support every problem,POSITIVE
good,POSITIVE
v b b tb f 6h4please please ie g c t4 5,POSITIVE
app best worldlink user,POSITIVE
internet speed low,NEGATIVE
last slow chaliraxa,NEGATIVE
great application,POSITIVE
little good experience update,NEGATIVE
nice,POSITIVE
good,POSITIVE
worst internet service provider starting 2 3 months problemafter many report internet issue juts funked guys dont use internet service,NEGATIVE
wifi name yangjee slow sitting near router improve,NEGATIVE
good,POSITIVE
tired service cant fix customers recurring problem please shut business,NEGATIVE
gu net,POSITIVE
excellent,POSITIVE
net slow vayera complain garna khojchhu sala app nai khuldaina tyo netle,NEGATIVE
use ful app,NEGATIVE
tapai ko app nai khuledanaani net dhari slow hudai xa aajkal,NEGATIVE
didnt open dont like,NEGATIVE
yo jatha haru le report gareko 1 week vaisako net slow vako ahile samma fix gardeko xoina office call garda uthaudaina mug haru mare ki k ho office,NEGATIVE
fantastic,POSITIVE
nice app,POSITIVE
best app,POSITIVE
dont send verification code login,NEGATIVE
blocking user supporting,NEGATIVE
aru tw thik xa bich rokinx kina net please resolve,POSITIVE
ok improve speed keep consistent,POSITIVE
poor wifi,NEGATIVE
good,POSITIVE
excellent,POSITIVE
ghanta jasto net quality dinxa madarchod server randi ko xoraharu chibkney paisa chau tanna lera ghanta haru randiko ban sabjana guyz worldlink ko net kahile nahalnu hai baru tplink 2 wure vuanet haru sasto painxa yesko net ta paisa badu tara net chai ghanta dinxa,NEGATIVE
app properly functioning app device filtering option working app thing working properly fix,NEGATIVE
always responding,POSITIVE
excellent,POSITIVE
horrible experience app shameful company claiming fastest internet isps provide bug free app create one,NEGATIVE
dont let us use website login page ffs,NEGATIVE
vgood,POSITIVE
app deserve 1 star,NEGATIVE
shouldnt give code number net slow slow unstable net slow net net slow maintain vayeko xaina net toooo slow net unstable sir slow net xa,NEGATIVE
good,POSITIVE
heplfull app,NEGATIVE
good,POSITIVE
fix promblem make well,POSITIVE
best app,POSITIVE
worst app worst servicethis app really doesnot workit shows loading n thats iti contacted customer care 5 times network issue 1 week problem solved instead,NEGATIVE
sabbhanda kawade net bhanekai worldlink,POSITIVE
best,POSITIVE
net thik gar bar bar week update lyaer kei hudain,POSITIVE
world link app working say registration number working,NEGATIVE
gu vanda kabadi internet,POSITIVE
point app open ticket fix problem problem doesnt get fixed unless call office,NEGATIVE
gud,NEGATIVE
kasaile ni na jodnu hola yo net 50 mbps jodeko 15 mpbs ko speed chalxa worst isp provider,NEGATIVE
verry poor network,NEGATIVE
good app much useful customer,POSITIVE
customer service internet service worst,NEGATIVE
net connection always crash always crash net playing game,NEGATIVE
world worst net useless network connection,NEGATIVE
pathetic service help customer care open ticket next day close without resolving,NEGATIVE
awesome,POSITIVE
er,NEGATIVE
dhilo vane kai world ho,NEGATIVE
muji randi jasto net k net ho yo aafno net ramro parna sakdainas report hanam,NEGATIVE
nice,POSITIVE
net nai chaldaina,POSITIVE
let use app unless update worst experience,NEGATIVE
bad app bad wifi noob bot,NEGATIVE
lado kha mugi worlink,NEGATIVE
net slow xa fast bana,NEGATIVE
outstanding,POSITIVE
good,POSITIVE
good,POSITIVE
stupid network provider net slow kindly please remove network nepal,NEGATIVE
accilent,NEGATIVE
best user app myworldlink,POSITIVE
kiranrisidev,POSITIVE
geda jasto net service dhilo vanekai worldlink,NEGATIVE
good,POSITIVE
worst net hav ever used,NEGATIVE
one best internet service,POSITIVE
bad bad experience,NEGATIVE
poor service conpany never plan worldlink,NEGATIVE
fine weeks cant check connected devices use device filtering,NEGATIVE
worst net ever though use less device net fast connected 3 mobile also net sooo lag asf dont wordlink didnt satisfied need customers hope fixed problem,NEGATIVE
loved,POSITIVE
third class wifi,NEGATIVE
worst net ever faced thag haru jaile game 500 ping ra bugs dherai xa,NEGATIVE
app doesnt work properly,NEGATIVE
worst internet ever bad suggest want use net dont worst internet ever suggest dont use app choose bad internet ever rate app 00000000000001,NEGATIVE
nice app,POSITIVE
update app doesnt open,NEGATIVE
average,POSITIVE
well service provider,POSITIVE
plz fixed problem net like speed like electricity,NEGATIVE
slowest internet 50 mbps bhanxa time time 1 mbps hunxa,NEGATIVE
good,POSITIVE
one worst app ever works good 6 months open,NEGATIVE
good,POSITIVE
por,POSITIVE
unstable connectivity,NEGATIVE
okgood internet hoping getting pubg servers,NEGATIVE
change wifi password plz say user name anantap frskt,NEGATIVE
please fix connection problemand unable keep unwanted device black list,NEGATIVE
good,POSITIVE
app bad app isnt working device filtering,NEGATIVE
aba ta chal dai chaldaina 1 2 jana le chaleye pani chaldaina,NEGATIVE
aalu jasto service mero net na chalara maila phone garxu suru choti ta phone uthayo tara second time dheki uthauna xadyo yo world link la garda maila aafno online class pani kina pako xaina mero wifi 40 mbps ko ho tara 900 kbps chalxa net chalako belawifi change garum bhana 1 year ko full payment garako xagood quality service dina sakdainau bhana kina aajai costumer badako malai ramro quality chaiyo natra net change garxuaaila pani datala review deko really bad network,NEGATIVE
aile pani app k ho something went wrong router bhaye pani offline,NEGATIVE
think option add pictures video reporting issue tickets help us lot expalin facing,NEGATIVE
network always gone beliveable usoffice worker didnt response message callfeeling regreat,NEGATIVE
yes yes,POSITIVE
bad,NEGATIVE
good wifi mobility doesnt work keep saying added network list enjoy also cant connect world link wifi using app forgetting also instructions wifi mobility isnt clear sometimes data usage also shown,NEGATIVE
app responsive,POSITIVE
good,POSITIVE
typing mac address whitelist showing mac address input field,NEGATIVE
internet doesnt work online games always faced many problems worst internet really hate internet,NEGATIVE
slow net,NEGATIVE
router shows offline even online due ssid password change worst,NEGATIVE
nice wifi lag never works fast,NEGATIVE
poor performance,NEGATIVE
verry slow dharai slow xasuru ko 2 din month fast hunxa paxe slow,NEGATIVE
every update guys present different bugs able view usage history,NEGATIVE
worst app ever used full glitchslow many bugswhen changed password says password changed whe reload reopen app password automatically reset older onei able change wifi password,NEGATIVE
hawa net kati slow chhalxaa,NEGATIVE
week network connection,POSITIVE
please bring back parental control,NEGATIVE
worldlink slow,NEGATIVE
worst app,NEGATIVE
worst internet cant watch even youtube properly due slow internet,NEGATIVE
good,POSITIVE
slow,NEGATIVE
good,POSITIVE
usless internet ever,NEGATIVE
good,POSITIVE
awsome become slow think fastest net work,NEGATIVE
excellent,POSITIVE
worst net cant play ff low ping,NEGATIVE
worst net worst app doesnt work time,NEGATIVE
net gako gai hun xa ramro xaina,NEGATIVE
good,POSITIVE
able report problem slow internet connection worst customer service,NEGATIVE
worst net ever,NEGATIVE
good change network password say sorry,NEGATIVE
im able watch tv mobile laptop please advise,NEGATIVE
great,POSITIVE
nice app,POSITIVE
east west cg best,POSITIVE
would give 5star many problems facing using worldlink face internet problem ping goes high time net auto reset make mad look payment time came look still time hope solve problems hope guys make fast net work slow net work disappointment,NEGATIVE
pathetic service,NEGATIVE
worst internet worst service,NEGATIVE
guu app,NEGATIVE
poor,NEGATIVE
wow,POSITIVE
comments,POSITIVE
causing lots problems nowadays,NEGATIVE
good,POSITIVE
worst internet service provider nepal always cheat customer money making big fraud agency,NEGATIVE
badddd cant play pubg,NEGATIVE
doesnt even deserve 1 star router shows offline even online cant maintain app least give us access router ip web,NEGATIVE
good app,POSITIVE
app literally op,NEGATIVE
bugs fix update ill tell new bugs 1 tickets cant opened 2 safenet cant turned 3 safenet page shows loading literally forever back turn fake cause go page shows loading forever,NEGATIVE
app also slow nowadays internet also slow lacking class due slow internet,NEGATIVE
doesnt even loadsmh snail app race snail would die old age waiting app finish line,NEGATIVE
slow pugb open sometimes open pink high app also working fast,NEGATIVE
fuc internet,NEGATIVE
kapan internet speed slow hard watch youtube,NEGATIVE
take care customers good,POSITIVE
good,POSITIVE
excellent app,POSITIVE
good,POSITIVE
lovely app,POSITIVE
good,POSITIVE
nice,POSITIVE
worst net,NEGATIVE
wrost app,NEGATIVE
nice price much higher comparing cgnet,POSITIVE
excellent internet,POSITIVE
good app,POSITIVE
good,POSITIVE
worst customer service app password pani change garna mildaina dont buy worst internet nepal,NEGATIVE
lodhar haru net banunaa nai aunann,NEGATIVE
bad poor always need phone customer care,NEGATIVE
poor net work connection,NEGATIVE
worst internet provider nepal,NEGATIVE
late open constumer service poor,NEGATIVE
able open worldlink app please help want change password app doesnt open could,POSITIVE
good,POSITIVE
excellent app,POSITIVE
worst worst moto chito bhanaikai worldlink sab bhanda dhilo bhanaikai worldlink,NEGATIVE
days unable access app sunday children online exami paid via online payment cant see payment details coz app working mobile today full day cant access app disappointed,NEGATIVE
lado kha randi chor haru,NEGATIVE
worst internet ever xii,NEGATIVE
uninstalled,POSITIVE
best,POSITIVE
dont ever use internet service,NEGATIVE
app slow,NEGATIVE
net bad many issues solveworld bad network,NEGATIVE
poor,NEGATIVE
please update app worldlink manage reach everywhere country services perfect test app first please update thank,POSITIVE
net slow even trotoise win race done,NEGATIVE
1yrs ko haleko xu ra matra sahi raheko hoki rukna sakiney bittikai dekhxas damn sure kind service surely lead loosing customer every passing days purai regret hudaixa yo isp jodera months go,POSITIVE
nice 1,POSITIVE
nice,POSITIVE
ok,POSITIVE
world fast net fastest nasa iam travelling jupiter type net make net little slower,POSITIVE
worldlink slow always problem worldlink didnt attend 2 days class exam near,NEGATIVE
excellent,POSITIVE
please fix bug app always shows wifi status offline even online,NEGATIVE
bad every day lsow,NEGATIVE
beykar net chalxa xya,POSITIVE
worst internet ever,NEGATIVE
app taking timeopen,POSITIVE
service best,POSITIVE
satisfaction aap,POSITIVE
khatae timaru ko net vanda tw mero cando nai ramro xa,NEGATIVE
worst net,NEGATIVE
xito haina ekdam ghatiyaa ra nepali lai lootne internet ho yo,NEGATIVE
pooor worst compa,NEGATIVE
machikne khate ko xoro haru,NEGATIVE
bad interenet inrernet slow doesnot work switch internet isp,NEGATIVE
nepal slowest internet late services,NEGATIVE
easy handiling,NEGATIVE
change wifi router password despite refreshing times messages router offline homepage shows online many bugs fixed perhaps,NEGATIVE
open,POSITIVE
good,POSITIVE
yo kra jasto net kina na chaleko,NEGATIVE
dhilo vanekai world link ho,NEGATIVE
sabai vanda jhotko internet,POSITIVE
paid 30mbps bill whole month recieved 10 15 mbps internet,NEGATIVE
poor network,NEGATIVE
app helpful worldlink users change password using app also pay bill many things app love app,POSITIVE
happened worldlink experiencing downfall since last 2 years 3 user accounts 1 corporate account trend continues think switching app terrible doesnt even sign hope team come something late,NEGATIVE
worst worst internet,NEGATIVE
slow bhaneko nai wold link ho bad service dene nai world link ho,NEGATIVE
app working past weeks app keeps showing loading signal continuously guys serious enough fix issue,NEGATIVE
slow app donot operate quickly,NEGATIVE
good attentive service,POSITIVE
days happen net worst please help,NEGATIVE
wow good net,POSITIVE
nice,POSITIVE
worst,NEGATIVE
worst app,NEGATIVE
net getting slow,NEGATIVE
khatii jasto network lamo,NEGATIVE
k wifi yo yesto 3 jana la chlauda pani ping high hunxa yll,NEGATIVE
chito bhanekai worldlink funniest thing ever heard,POSITIVE
app matra banarw kye hudaina customer lai satisfaction ni dina paryo k jaile din eak choti ta net gaira nai hunxa mula aajha net aayeni slow chalxa fb lite sudda load khanxa bey tmiharu ko net batw aajha mula ads xito bhanekai worldlink bhanxa mula laaj ni xaina khatey haru lai tmi haru ko yestai taal ho bhane ta aaile cg ko net aaisakyo tmi haru ko bhanda sasto masub tye tarfa lagxa aani ghata bhayela ni tesaile net ni ramro banau paila mula app hoina,NEGATIVE
world slow net,NEGATIVE
pay 30mbps get 20mbpstoo much fraud much worst irritating worldlink,NEGATIVE
worldlink ko net nai bakwas xa app lai k ramro rating dini hola yo worldlink sakesamma na halnus afno gharma,NEGATIVE
good,POSITIVE
issues internet yesterday whole day submitted issues world link app sth ticket solved morning think use features properly app actually good responsive thank world link,POSITIVE
app great 5 star app speed world link worst hate please improve speed class cant listen sir correctly turtle far speeder world link wifithe pink also high playing youtube slow past technology plz imporve,NEGATIVE
thik xa,POSITIVE
worst net ever,NEGATIVE
naw whar unessary aap,NEGATIVE
worst internet service nepal,NEGATIVE
op,POSITIVE
safe net feature doesnt work whats point feature nothing,NEGATIVE
customer service ok restart paxi chalxa tara yo app rate garna ni maile ncell ko data open garey,NEGATIVE
worldlink worst internet ever used worldlink fastest internet anymore slowest internet ask payment 1 week finishes payment send less internet like 30 mbps net send us less 5 mbps check internet speed daily one hour internet speed results 600 kbps less 600 kbps cant take class smoothly due problem house anyone else internet issues,NEGATIVE
update app sucks trying change wifi password shows loading loading ive tried wifi mobile data neighbours wifi stuck time worldlink wifi sucks,NEGATIVE
really good,POSITIVE
wordlink easy,POSITIVE
good wifi speed app work fast,POSITIVE
even deserve single star worldlink sucks,NEGATIVE
good working,POSITIVE
app good service worst,NEGATIVE
worst customer support get call billing period make payment even actual payment date ask support call policy call garna mildaina ridiculous tickets opened app get resolved without actions subscribed dont option dont recommend service,NEGATIVE
net speed good,POSITIVE
use ful,NEGATIVE
yeto jhandu internet cha ki k vanam 1 week 12 call dinai parcha natra youtube ni chaldaina aaile 1 kb internet chaleko karan le badhya vayera wlink lai 1 star dina aako,NEGATIVE
world link good customer service worst internet service providers,NEGATIVE
cant give 0 star one start high ping issue never get fixed games server worst havent fixed although reported 20th time month workers cant fix dam problem excuse many active users due lock thats game server,NEGATIVE
one reason renew subscription worldlink changing isp soon nightmare ends,NEGATIVE
internet access much bad days,NEGATIVE
dont use net u want children join class smoothly want play pubg smoothly ping 677ms,NEGATIVE
useful application,POSITIVE
dont buy net worst net ever gaming,NEGATIVE
responsive developer team needs make responsive rather focusing ui part,NEGATIVE
khataha ko ban corona world link developer,POSITIVE
provided lot details net subscription didnt even expected like current updown even billing history edit problem occuring recently apps support feature doesnt respond exactly internet using data thats important time app work,NEGATIVE
good internet,POSITIVE
worst internet service provider waste ho yo internet linu din 2 choti call garne banaucha net ko lagi kei nei chaldeina tauko dukhaucha yo net ley,NEGATIVE
great,POSITIVE
thinking put wifi home madi play pubg freefire always 200 ping even full range full speed wifi 72mbps classitech best put classitech net ping always 5060 ok games please dont buy wifi irritating even sites runed examples youtube chrome ranges automatically goes disadvantages worldlink 1ping high 2ping never stable 3 sites run properly,NEGATIVE
enough till comment,POSITIVE
worst internet till yadi koi new manxa ley worldlink jodna aatnu vako xa vane hjr haru ley paisa barbad gardai hunu hunxa,NEGATIVE
good,POSITIVE
good app,POSITIVE
tero bau ko condo jasto net banako paisa deyo paxi ta ramro dinuni net k khate jasto deko net ni muji,NEGATIVE
bad experience day day worst wifi ever experienced,NEGATIVE
bad service,NEGATIVE
application good,POSITIVE
khatra app,POSITIVE
recommend never ever use network,NEGATIVE
extremely disappointed router keeps restarting within short period,NEGATIVE
good world link wifi,POSITIVE
low net working,NEGATIVE
duikaudi ko service 6 ali sudharnush,NEGATIVE
world link getting slow sometimes doesnt work fix problem soon possible thanks,NEGATIVE
expensivecontact problemfrequently net inturruption,NEGATIVE
lado jasto net ca machikne ko,NEGATIVE
full glitches,NEGATIVE
worst net experience days,NEGATIVE
marijau login hudaina k khalko app ho,NEGATIVE
usless,NEGATIVE
net tv also amazon prime video added cheap netflix also good shows,NEGATIVE
nice,POSITIVE
buffering time,NEGATIVE
work,POSITIVE
good,POSITIVE
staff doesnt knows value time,NEGATIVE
amazing,POSITIVE
khattam,POSITIVE
good,POSITIVE
really thanks full worldlink thanks care providers people always great jobs people always address problems fast thank,POSITIVE
ghatiya net tube pubg pani chaldaina hight ping pubg,NEGATIVE
slow net,NEGATIVE
pretty convenient vianet app,POSITIVE
fix slow internet problem ping high problem gaming username riteshy fbrgj,NEGATIVE
wow best app ever,POSITIVE
gantaa jasto app registered wifi mobile number downloading app open app try login says cell number registered system fix,NEGATIVE
one worst apps guys taking long time repair apps working since several weeks going shut company,NEGATIVE
lagging alot,NEGATIVE
lado jasto wifi ta chaldaina app chak handenxu muji haru ko,NEGATIVE
worst isp nepal app sucks leech leech industry,NEGATIVE
gud,NEGATIVE
facing regular high ping issue playing games also subscribed 1 year 30 mbps nettv package r providing 20mbps download upload speed worldlink service providers scammers,NEGATIVE
app working properly connection unstable,NEGATIVE
worst internet speed services dont recommend,NEGATIVE
fix app asap month app wont boot always stuck first loading screen,NEGATIVE
waste,NEGATIVE
dear developers please make app useful worth downloading really want people use nothing loads except 1st page uninstalled reinstalled several times luck regards app pidit,POSITIVE
apps keep loading doesnot open,POSITIVE
made new connection worldlink 14th july 2021 19 days totally regretting choosing worldlink paid 50 mbps speed feels like 10 mbps request everyone choose worldlink please alert showing offers trying trap,NEGATIVE
guys getting worse worse every services seriously internet nettv app myworldlink app,NEGATIVE
slow worst fix fast,NEGATIVE
improve urs net speed,POSITIVE
helpful,POSITIVE
many problem,NEGATIVE
k taal net ho yo chaahine belaa chaldaina nachaine belaa k kaam router lyaayera office ko table maa fyaaldiu jasto ris uthxa dhanyabaad,NEGATIVE
kera jasto net machikney kati khera ni slow ra ping high hunxa youtube ni ramro sagna chaldaina k ho para hu mc haru xito vaneko world link vanxa mc haru tara opposite xa mc dhilo vaneko worldlink rakh nam masala haru chor sala company,NEGATIVE
poor internet connection,NEGATIVE
mobile phone work app,NEGATIVE
chalda ni chaldina yestooo ni hunxathukkaa,NEGATIVE
sabai bhanda naramro net,POSITIVE
weak connection,NEGATIVE
worst experience waste,NEGATIVE
worst internet servicethey called said provide 5g router net tv setup box next day 3 days ago worst service provided worldlink,NEGATIVE
like worldlink,POSITIVE
would give 5 star possible worst experience,NEGATIVE
worst app takes loot time minor issues,NEGATIVE
op,POSITIVE
kai garnu paryo hau vayena yesari ta,NEGATIVE
slow,NEGATIVE
really bad called join net house 4 days still one came cg net gon na make u go broke,NEGATIVE
khoya jasto xa net worldlink ko app samet khuldaina kasailey nahala yesto net,NEGATIVE
cg net aaudai xa tw yo app k kam jati report garey pani solve hunna yo app ramro hunxa na yo net ramro hunxa,NEGATIVE
khatam cha net,POSITIVE
worst internet ever,NEGATIVE
useless cant change wifi password,NEGATIVE
days worldlink net getting worst day day net providing properly net given became slowonce recharge finished call nd msg nd rainfall net cut happen net like techmindsubisu hate give even one star,NEGATIVE
yo app pani worldlink jastai cha kaile chalcha kaile chaldaina khali problem aai ranancha,NEGATIVE
nice,POSITIVE
total waste app would sheer luck app gets opened 70 tries internet sucks would given 0 waa option tf gets 700 ping singapore server high end pc cant even play apex week changing isp whenever lockdown ends,NEGATIVE
excellent,POSITIVE
ui app good worldlink focus providing good internet speed connection 20 mbps gaining 256512 kbps fair fix issue soon possible,POSITIVE
good,POSITIVE
bad,NEGATIVE
third class service,POSITIVE
7 star give 7 internet speed faster developement process county,POSITIVE
low internet muji k demo aesto machiekni haru,NEGATIVE
negative stars would give doesnt even deserve one star stop providing internet,NEGATIVE
worst internet yo 1 star ni dina man xaina khatam net paisa matra kharcha,NEGATIVE
easy user friendly application worldlink need update features,NEGATIVE
dhilo bhanekai worldlink,POSITIVE
lastai slow vaxa speed ghanta xito vaxa ra tessai bekub banaxa,NEGATIVE
worldlink ko net matra slow bhanyata app pani ustai raich,NEGATIVE
slow internet automatically disconnected,NEGATIVE
excellent,POSITIVE
bad service,NEGATIVE
network sucks,NEGATIVE
good app,POSITIVE
app nice liked app much,POSITIVE
planning connect world link please dont make mistake net trash ill sure beat wl owner get chance randi ko baan yaa rank push garnu parney muji lag vayera sabai match lose vayo radi ko choro muji haru dhanyabaad yetinai vanna chahanxu ra abba world link lai hatayera classic tech rakhdaixu sunnu bho,NEGATIVE
khata ko xoro ko net vikari ko xoro khata moor vikari world link chor khata ko xoro,NEGATIVE
used worldlink sorry going change isp sure,NEGATIVE
internet terrible coming someone advocated service 2 years ago eagerly waiting cgnet,NEGATIVE
helpful apps good guideline,POSITIVE
verry bad dhilo vanekai worldlink sadhai call gari rahanu parni internet na chalera,NEGATIVE
minus star would rated minus worst service ever reported internet issue several times theres response,NEGATIVE
worst internet service,NEGATIVE
app well network useless slow internet told ie increased 40 mbps got 5g router change,NEGATIVE
good,POSITIVE
worst app ever,NEGATIVE
cool wfia,POSITIVE
worlds busiest call service,NEGATIVE
net aaauna kina ho pin dharai aaunxa yo wifi bigriko ho ki ho aba last new slow hunxa,NEGATIVE
waiting cg net,NEGATIVE
lots problem days poor service,NEGATIVE
seriously much worst service provider could rate 1 star would chosen using service since 5 yrs days guys dont give damn care customer issue neither csr behaves politely sound rude frustrated call maile hajur hajur ko 50mbps ko net haleko chalne bela 1015 dekhaunxa k majak hoo yo sab cant solve issue created csd department na call uthaxa waihat internet,NEGATIVE
kabadi worldlink useless online exam ko bela net chaina problem navako bela matrai customer care active else always number busy,NEGATIVE
third class internet provider,NEGATIVE
poor service unstable connection better join cg dish home net rather wlink one largest old net provider nepal service improvement customer satishfaction became zero level sadly rating 1 star zero rating available,NEGATIVE
would option 5 stars would rate 5 isps saysxito vanekaii worldlink xito,NEGATIVE
trash isp nepal,NEGATIVE
excellent,POSITIVE
good,POSITIVE
dherai slow vo net,NEGATIVE
worst internet service provider nepal would like request everyone use worldlink,NEGATIVE
reward internet ping sucks high ping fix,NEGATIVE
app isnt functioning properly,NEGATIVE
trash,NEGATIVE
wack isp,NEGATIVE
worst app ever worst customer service ever,NEGATIVE
would give worldlink 0 stars possible terrible customer service nowadays,NEGATIVE
one worst app worst company real scammers ever see,NEGATIVE
terible servicein sugestion dont use worldlink,NEGATIVE
change password wifi app,NEGATIVE
kasto muji jasto net dinxa k muji poisa leda ta thika dinxa k hami ne half half poisa dedai net ta leko xaina ne muji jailey jailey net janxa ping high hunxa kailey k muji cando jasto net sab vanda xito net rey aja message garyo 1yrs paxi pugxa hola muji net cando muji khattey poisa khanu matra janya,NEGATIVE
muji jasto app net gayo vaney app ni chalna chodcha ajhai phone line pani garcha customer lai handle garna sakdainan hola muji customer service kaa chutiya haru k salary khayera baseka hunn khai moj cha free ko salary khadai baseka chan,NEGATIVE
used app 3 years app today still looks halfbaked 80 time app doesnt work planned works miraculously simple change takes ages raised issue many times call avail still waiting proper functioning app,NEGATIVE
good response,POSITIVE
app useful,POSITIVE
horrible quality service must 0 star rating option,NEGATIVE
worst,NEGATIVE
worst internet service ever support service say worldlink,NEGATIVE
much slow app,NEGATIVE
worlds west net west application ever,POSITIVE
worldlink getting terrible every passing day would rate 0 stars possible ill switching isps september 2021 1 support mobile number official contact us page doesnt work anymore 2 takes 10 attempts connect call even call disconnects abruptly instead holding customers queue 3 connection cut 15 times even paid one year fee 1 week adavance termed accounting issue resolved calling support team everyday 20 days 4 connection fails establish 1520 minutes every electricity cut 5 fancy mobile app doesnt load slownormal data connection,NEGATIVE
pathetic try change password many times wont work contacted wlink support isnt even answering,NEGATIVE
geda jsto net mugi chaldina ramrai,NEGATIVE
junk,NEGATIVE
